Airline,Source,Destination,Total_Stops,Day,Month,Total_Duration
Jet Airways,Delhi,Cochin,1,27,6,23.583333333333332
Jet Airways,Kolkata,Banglore,1,9,6,23.583333333333332
Jet Airways,Kolkata,Banglore,1,9,5,13.333333333333334
IndiGo,Chennai,Kolkata,0,15,3,2.4166666666666665
Air Asia,Kolkata,Banglore,0,12,5,2.5
Air India,Delhi,Cochin,2,9,6,8.333333333333334
SpiceJet,Mumbai,Hyderabad,0,3,5,1.5
Air India,Mumbai,Hyderabad,1,6,3,14.166666666666666
SpiceJet,Chennai,Kolkata,0,18,3,2.3333333333333335
Jet Airways,Banglore,Delhi,1,15,3,7.25
IndiGo,Delhi,Cochin,1,18,5,5.416666666666667
Multiple carriers,Delhi,Cochin,1,27,4,9.0
Multiple carriers,Delhi,Cochin,1,3,3,14.833333333333334
Jet Airways,Mumbai,Hyderabad,0,1,5,1.4166666666666667
Air India,Delhi,Cochin,0,24,5,3.0
Jet Airways,Kolkata,Banglore,1,1,4,12.916666666666666
Air Asia,Kolkata,Banglore,0,15,6,2.5833333333333335
Multiple carriers,Delhi,Cochin,1,27,5,6.25
Air India,Delhi,Cochin,2,21,5,26.0
SpiceJet,Mumbai,Hyderabad,0,3,6,1.5
Multiple carriers,Delhi,Cochin,1,1,6,14.083333333333334
IndiGo,Delhi,Cochin,1,21,5,8.0
Jet Airways,Kolkata,Banglore,1,1,5,12.166666666666666
Multiple carriers,Delhi,Cochin,2,9,3,10.5
Air India,Delhi,Cochin,0,15,5,3.0
IndiGo,Kolkata,Banglore,1,9,5,5.25
Air India,Delhi,Cochin,3,27,5,38.0
Air India,Delhi,Cochin,2,27,6,23.5
Air India,Banglore,Delhi,2,18,3,27.833333333333332
Air India,Banglore,Delhi,0,15,5,2.75
Multiple carriers,Delhi,Cochin,1,15,5,6.583333333333333
Multiple carriers,Delhi,Cochin,1,27,5,8.0
Jet Airways,Delhi,Cochin,1,27,5,16.75
Multiple carriers,Delhi,Cochin,1,27,6,7.833333333333333
Multiple carriers,Delhi,Cochin,1,24,6,10.5
Vistara,Banglore,Delhi,0,3,5,2.8333333333333335
IndiGo,Banglore,Delhi,1,1,3,4.833333333333333
Jet Airways,Banglore,Delhi,0,6,4,3.0
Air India,Delhi,Cochin,2,27,6,26.583333333333332
Jet Airways,Kolkata,Banglore,1,1,5,9.833333333333334
Vistara Premium economy,Banglore,Delhi,0,6,4,2.8333333333333335
SpiceJet,Mumbai,Hyderabad,0,3,4,1.5
Jet Airways,Kolkata,Banglore,1,6,6,6.583333333333333
Jet Airways,Kolkata,Banglore,1,9,6,12.166666666666666
Jet Airways,Delhi,Cochin,1,3,3,9.833333333333334
Jet Airways,Kolkata,Banglore,1,9,5,25.333333333333332
Jet Airways,Delhi,Cochin,2,3,3,37.166666666666664
Air India,Banglore,Delhi,1,1,3,11.666666666666666
Jet Airways,Mumbai,Hyderabad,0,15,3,1.5
IndiGo,Kolkata,Banglore,0,24,4,2.5833333333333335
Air India,Banglore,Delhi,1,15,3,7.083333333333333
IndiGo,Kolkata,Banglore,0,12,5,2.5833333333333335
Jet Airways,Delhi,Cochin,2,9,5,19.916666666666668
IndiGo,Mumbai,Hyderabad,0,24,3,1.4166666666666667
Jet Airways,Kolkata,Banglore,1,1,4,11.083333333333334
IndiGo,Kolkata,Banglore,1,24,3,4.666666666666667
Jet Airways,Delhi,Cochin,2,18,5,13.5
Multiple carriers,Delhi,Cochin,1,9,6,7.583333333333333
Jet Airways,Mumbai,Hyderabad,0,15,5,1.4166666666666667
Jet Airways,Mumbai,Hyderabad,0,18,6,1.5
Jet Airways,Delhi,Cochin,2,12,6,13.833333333333334
IndiGo,Delhi,Cochin,1,27,6,8.583333333333334
IndiGo,Delhi,Cochin,0,1,4,3.25
IndiGo,Delhi,Cochin,1,6,3,10.416666666666666
SpiceJet,Kolkata,Banglore,0,12,6,2.3333333333333335
Air India,Delhi,Cochin,2,3,6,23.5
Multiple carriers,Delhi,Cochin,1,1,6,11.0
Jet Airways,Kolkata,Banglore,1,15,5,18.0
IndiGo,Chennai,Kolkata,0,3,3,2.25
SpiceJet,Chennai,Kolkata,0,1,5,2.25
Multiple carriers,Delhi,Cochin,1,9,5,12.583333333333334
IndiGo,Delhi,Cochin,1,6,3,14.333333333333334
IndiGo,Chennai,Kolkata,0,15,6,2.75
IndiGo,Delhi,Cochin,1,1,6,15.666666666666666
Air Asia,Banglore,Delhi,0,24,6,2.75
Air Asia,Kolkata,Banglore,0,18,4,2.5
IndiGo,Chennai,Kolkata,0,9,5,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,24,6,9.25
Jet Airways,Kolkata,Banglore,1,1,4,18.666666666666668
Vistara,Banglore,Delhi,0,6,6,2.8333333333333335
Jet Airways,Delhi,Cochin,2,24,6,25.416666666666668
Air India,Mumbai,Hyderabad,0,6,5,1.3333333333333333
Air Asia,Kolkata,Banglore,0,18,5,2.5
IndiGo,Banglore,Delhi,0,21,4,2.8333333333333335
Jet Airways,Delhi,Cochin,0,18,6,3.25
Jet Airways,Kolkata,Banglore,1,12,6,25.75
Air India,Kolkata,Banglore,0,6,6,2.5833333333333335
IndiGo,Kolkata,Banglore,0,3,5,2.5833333333333335
IndiGo,Delhi,Cochin,1,1,6,8.166666666666666
Jet Airways,Banglore,Delhi,1,6,3,23.666666666666668
Multiple carriers,Delhi,Cochin,1,6,3,11.75
Jet Airways,Delhi,Cochin,2,15,6,9.333333333333334
Air India,Kolkata,Banglore,2,9,6,14.583333333333334
Jet Airways,Kolkata,Banglore,1,6,6,21.583333333333332
Multiple carriers,Delhi,Cochin,1,1,6,6.416666666666667
Jet Airways,Delhi,Cochin,1,24,5,5.583333333333333
Air India,Kolkata,Banglore,2,15,5,25.916666666666668
Multiple carriers,Delhi,Cochin,1,9,6,10.25
Air India,Mumbai,Hyderabad,0,1,6,1.3333333333333333
Jet Airways,Delhi,Cochin,1,9,5,10.333333333333334
Vistara,Chennai,Kolkata,0,6,6,2.25
IndiGo,Banglore,Delhi,0,12,4,3.0
Jet Airways,Delhi,Cochin,1,9,5,23.75
Multiple carriers,Delhi,Cochin,1,15,6,13.25
IndiGo,Delhi,Cochin,0,18,5,3.25
Air India,Kolkata,Banglore,2,1,5,9.833333333333334
Jet Airways,Delhi,Cochin,1,27,5,18.333333333333332
Jet Airways,Delhi,Cochin,2,27,5,29.333333333333332
Multiple carriers,Delhi,Cochin,1,21,3,7.75
SpiceJet,Kolkata,Banglore,0,1,6,2.4166666666666665
Multiple carriers,Delhi,Cochin,1,21,5,7.583333333333333
IndiGo,Chennai,Kolkata,0,9,6,2.3333333333333335
Vistara,Delhi,Cochin,0,9,6,3.1666666666666665
Vistara,Kolkata,Banglore,1,1,4,6.416666666666667
Jet Airways,Kolkata,Banglore,1,6,6,16.75
IndiGo,Delhi,Cochin,1,9,3,10.416666666666666
Multiple carriers,Delhi,Cochin,1,24,6,13.0
IndiGo,Banglore,Delhi,0,21,4,2.9166666666666665
Vistara,Banglore,Delhi,0,24,3,2.5833333333333335
IndiGo,Banglore,Delhi,0,9,3,2.8333333333333335
Jet Airways,Delhi,Cochin,2,12,6,13.5
Multiple carriers,Delhi,Cochin,1,6,3,13.25
Jet Airways,Delhi,Cochin,2,27,6,13.5
Air India,Delhi,Cochin,2,3,3,36.166666666666664
IndiGo,Chennai,Kolkata,0,12,3,2.4166666666666665
IndiGo,Chennai,Kolkata,0,24,3,2.4166666666666665
Air India,Delhi,Cochin,0,21,3,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,21,5,12.166666666666666
Jet Airways,Kolkata,Banglore,1,1,4,8.416666666666666
Air India,Kolkata,Banglore,2,6,5,22.25
Air India,Delhi,Cochin,0,24,6,3.0833333333333335
Vistara,Banglore,Delhi,0,18,5,2.5833333333333335
Jet Airways,Delhi,Cochin,2,6,6,22.916666666666668
SpiceJet,Chennai,Kolkata,0,6,6,2.25
Air India,Banglore,Delhi,2,3,3,26.333333333333332
Jet Airways,Kolkata,Banglore,1,24,5,27.666666666666668
Jet Airways,Delhi,Cochin,1,21,5,16.75
IndiGo,Banglore,Delhi,0,21,6,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,12,6,12.5
SpiceJet,Kolkata,Banglore,1,18,5,5.25
IndiGo,Banglore,Delhi,0,1,3,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,6,3,7.5
Jet Airways,Delhi,Cochin,1,9,5,11.916666666666666
Jet Airways,Banglore,Delhi,1,3,3,13.083333333333334
Multiple carriers,Delhi,Cochin,1,21,3,7.333333333333333
SpiceJet,Kolkata,Banglore,0,3,3,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,15,5,18.0
Multiple carriers,Delhi,Cochin,1,3,6,8.666666666666666
IndiGo,Banglore,Delhi,0,6,4,2.8333333333333335
Air India,Delhi,Cochin,2,3,6,20.166666666666668
Multiple carriers,Delhi,Cochin,1,3,6,8.0
Air India,Delhi,Cochin,1,15,6,27.333333333333332
SpiceJet,Kolkata,Banglore,0,24,4,2.3333333333333335
SpiceJet,Chennai,Kolkata,0,18,5,2.3333333333333335
Air India,Delhi,Cochin,3,24,6,38.0
Multiple carriers,Delhi,Cochin,1,27,5,7.583333333333333
Jet Airways,Kolkata,Banglore,1,6,5,5.75
IndiGo,Banglore,Delhi,0,9,6,2.8333333333333335
Air Asia,Banglore,Delhi,0,24,3,2.75
Jet Airways,Kolkata,Banglore,1,12,6,27.583333333333332
Air India,Delhi,Cochin,0,3,3,3.0
Jet Airways,Kolkata,Banglore,1,18,5,14.416666666666666
Jet Airways,Delhi,Cochin,2,1,6,9.333333333333334
Air India,Kolkata,Banglore,2,18,5,9.833333333333334
SpiceJet,Chennai,Kolkata,0,27,5,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,1,6,6.5
Multiple carriers,Delhi,Cochin,1,9,5,7.583333333333333
GoAir,Banglore,Delhi,0,18,6,2.9166666666666665
Air Asia,Banglore,Delhi,0,9,6,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,21,5,17.916666666666668
Air India,Mumbai,Hyderabad,0,21,6,1.3333333333333333
Jet Airways,Kolkata,Banglore,1,24,5,21.416666666666668
SpiceJet,Mumbai,Hyderabad,0,6,5,1.5
SpiceJet,Mumbai,Hyderabad,0,15,6,1.5
IndiGo,Delhi,Cochin,1,12,6,5.333333333333333
Jet Airways,Delhi,Cochin,2,1,6,10.0
Jet Airways,Kolkata,Banglore,1,12,6,12.166666666666666
Jet Airways,Delhi,Cochin,1,18,5,16.75
SpiceJet,Banglore,Delhi,0,9,4,2.8333333333333335
Air India,Delhi,Cochin,1,6,6,10.666666666666666
Jet Airways,Kolkata,Banglore,1,18,5,27.583333333333332
Vistara,Kolkata,Banglore,1,18,5,25.833333333333332
Air India,Delhi,Cochin,2,15,5,16.166666666666668
Air India,Kolkata,Banglore,2,6,5,30.5
Air India,Kolkata,Banglore,2,12,5,20.166666666666668
SpiceJet,Banglore,Delhi,0,15,4,2.8333333333333335
Air India,Kolkata,Banglore,2,6,6,30.5
Air India,Kolkata,Banglore,1,18,5,26.916666666666668
Jet Airways,Delhi,Cochin,0,18,4,3.25
Jet Airways,Kolkata,Banglore,1,9,5,6.666666666666667
Jet Airways,Banglore,Delhi,0,15,5,3.0
IndiGo,Delhi,Cochin,1,27,6,8.0
Jet Airways,Kolkata,Banglore,1,18,5,27.583333333333332
SpiceJet,Banglore,Delhi,0,18,4,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,9,6,25.666666666666668
Jet Airways,Kolkata,Banglore,1,1,5,9.583333333333334
SpiceJet,Kolkata,Banglore,0,15,6,2.5
SpiceJet,Kolkata,Banglore,0,21,4,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,27,6,10.25
IndiGo,Delhi,Cochin,1,24,4,7.083333333333333
SpiceJet,Mumbai,Hyderabad,0,24,6,1.5
Jet Airways,Kolkata,Banglore,1,12,6,11.5
Air Asia,Banglore,Delhi,0,1,6,2.75
Multiple carriers,Delhi,Cochin,1,27,3,13.25
Jet Airways,Delhi,Cochin,1,6,3,14.5
Jet Airways,Kolkata,Banglore,1,12,5,7.083333333333333
Air India,Kolkata,Banglore,2,18,5,12.75
IndiGo,Banglore,Delhi,0,12,4,2.8333333333333335
Vistara,Banglore,Delhi,0,15,6,2.8333333333333335
SpiceJet,Mumbai,Hyderabad,0,9,5,1.5
Jet Airways,Kolkata,Banglore,1,15,5,25.75
Air Asia,Kolkata,Banglore,0,3,4,2.5
Vistara,Kolkata,Banglore,1,24,3,27.666666666666668
Jet Airways,Delhi,Cochin,1,3,6,22.583333333333332
Jet Airways,Banglore,Delhi,0,18,5,2.9166666666666665
Jet Airways,Banglore,Delhi,0,24,5,3.0833333333333335
GoAir,Banglore,Delhi,0,15,3,2.9166666666666665
Jet Airways,Banglore,Delhi,1,15,3,6.5
Jet Airways,Kolkata,Banglore,2,21,5,14.333333333333334
Air India,Kolkata,Banglore,2,1,5,20.0
Multiple carriers,Delhi,Cochin,1,27,5,7.75
Jet Airways,Delhi,Cochin,2,1,6,18.75
Jet Airways,Kolkata,Banglore,1,6,6,6.666666666666667
Jet Airways,Banglore,Delhi,0,1,6,2.9166666666666665
IndiGo,Delhi,Cochin,1,6,6,14.333333333333334
Multiple carriers,Delhi,Cochin,1,9,3,13.0
IndiGo,Chennai,Kolkata,0,6,6,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,24,3,16.916666666666668
IndiGo,Delhi,Cochin,1,9,3,5.75
Jet Airways,Kolkata,Banglore,1,24,3,19.333333333333332
Jet Airways,Banglore,Delhi,0,24,4,3.0833333333333335
Jet Airways,Delhi,Cochin,1,9,3,27.75
IndiGo,Kolkata,Banglore,0,3,3,2.75
IndiGo,Chennai,Kolkata,0,21,6,2.3333333333333335
Air India,Delhi,Cochin,1,6,5,12.75
Vistara,Kolkata,Banglore,1,12,5,17.75
Jet Airways,Banglore,Delhi,0,27,5,3.0
Jet Airways,Delhi,Cochin,2,15,6,16.583333333333332
Jet Airways,Delhi,Cochin,1,27,3,26.166666666666668
Multiple carriers,Delhi,Cochin,1,24,6,7.583333333333333
Multiple carriers,Delhi,Cochin,1,27,5,13.0
IndiGo,Kolkata,Banglore,0,6,4,2.6666666666666665
Jet Airways,Banglore,Delhi,0,6,4,3.0
IndiGo,Kolkata,Banglore,1,15,5,4.666666666666667
Jet Airways,Delhi,Cochin,2,24,5,23.833333333333332
IndiGo,Delhi,Cochin,1,15,6,8.166666666666666
Jet Airways,Delhi,Cochin,2,27,6,29.333333333333332
Jet Airways,Banglore,Delhi,0,24,3,2.75
Vistara,Banglore,Delhi,0,1,6,2.8333333333333335
Air Asia,Kolkata,Banglore,0,6,4,2.5833333333333335
Jet Airways,Delhi,Cochin,1,18,5,19.083333333333332
Jet Airways,Kolkata,Banglore,1,6,6,9.5
Jet Airways,Delhi,Cochin,1,12,6,8.666666666666666
Jet Airways,Delhi,Cochin,1,9,6,22.083333333333332
Vistara,Mumbai,Hyderabad,1,6,3,26.0
SpiceJet,Kolkata,Banglore,0,27,4,2.5833333333333335
Air Asia,Delhi,Cochin,1,3,6,7.833333333333333
IndiGo,Delhi,Cochin,1,21,3,10.75
IndiGo,Delhi,Cochin,1,18,5,10.5
IndiGo,Delhi,Cochin,1,3,6,14.083333333333334
Jet Airways,Kolkata,Banglore,1,12,6,13.333333333333334
IndiGo,Banglore,Delhi,0,15,4,2.8333333333333335
SpiceJet,Mumbai,Hyderabad,0,27,5,1.5
Air India,Delhi,Cochin,2,12,6,19.666666666666668
Jet Airways,Banglore,Delhi,0,21,6,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,1,4,23.333333333333332
SpiceJet,Banglore,Delhi,0,24,6,2.6666666666666665
IndiGo,Delhi,Cochin,1,9,5,16.25
IndiGo,Mumbai,Hyderabad,0,15,5,1.5
Air India,Delhi,Cochin,1,12,6,9.25
Jet Airways,Delhi,Cochin,1,12,6,20.583333333333332
Air India,Chennai,Kolkata,0,3,3,2.25
IndiGo,Chennai,Kolkata,0,15,6,2.4166666666666665
Jet Airways,Banglore,Delhi,0,6,6,3.0833333333333335
IndiGo,Banglore,Delhi,0,9,3,2.8333333333333335
Air Asia,Delhi,Cochin,1,27,4,5.666666666666667
Jet Airways,Kolkata,Banglore,1,6,5,18.666666666666668
Jet Airways,Kolkata,Banglore,1,6,5,25.0
Air India,Kolkata,Banglore,1,9,5,13.25
Air Asia,Kolkata,Banglore,0,12,3,2.5
Air India,Delhi,Cochin,2,21,5,8.333333333333334
Jet Airways,Banglore,Delhi,2,9,3,7.0
Jet Airways,Kolkata,Banglore,1,6,6,25.833333333333332
IndiGo,Banglore,Delhi,0,27,6,2.9166666666666665
Jet Airways,Banglore,Delhi,1,9,3,9.166666666666666
Jet Airways,Kolkata,Banglore,1,6,5,8.666666666666666
IndiGo,Banglore,Delhi,0,24,3,2.8333333333333335
Air India,Delhi,Cochin,2,3,3,21.75
Jet Airways,Kolkata,Banglore,1,6,6,6.666666666666667
Jet Airways,Mumbai,Hyderabad,0,24,5,1.5
Multiple carriers,Delhi,Cochin,1,27,5,7.333333333333333
IndiGo,Kolkata,Banglore,1,6,6,4.0
IndiGo,Delhi,Cochin,1,21,3,14.083333333333334
Jet Airways,Kolkata,Banglore,1,12,6,12.25
Air India,Kolkata,Banglore,2,12,6,30.5
Jet Airways,Delhi,Cochin,2,3,6,27.0
Air India,Kolkata,Banglore,2,1,4,16.166666666666668
Multiple carriers,Delhi,Cochin,1,18,5,9.0
GoAir,Delhi,Cochin,1,3,6,5.916666666666667
Jet Airways,Mumbai,Hyderabad,0,9,6,1.4166666666666667
Jet Airways,Banglore,Delhi,0,9,6,3.0
Jet Airways,Kolkata,Banglore,1,1,4,7.083333333333333
IndiGo,Banglore,Delhi,0,6,4,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,24,5,6.083333333333333
IndiGo,Kolkata,Banglore,0,27,3,2.75
Air India,Kolkata,Banglore,2,24,5,15.333333333333334
Jet Airways,Delhi,Cochin,1,24,6,23.583333333333332
Jet Airways,Delhi,Cochin,2,21,5,23.833333333333332
Multiple carriers,Delhi,Cochin,1,9,4,13.833333333333334
IndiGo,Kolkata,Banglore,0,1,5,2.5833333333333335
IndiGo,Banglore,Delhi,1,9,3,4.083333333333333
GoAir,Delhi,Cochin,1,9,6,7.666666666666667
IndiGo,Chennai,Kolkata,0,18,3,2.3333333333333335
IndiGo,Delhi,Cochin,1,1,6,9.583333333333334
Air India,Banglore,Delhi,2,18,3,9.583333333333334
Jet Airways,Banglore,Delhi,1,21,3,11.416666666666666
Jet Airways,Kolkata,Banglore,1,1,5,12.166666666666666
Jet Airways,Banglore,Delhi,0,24,6,2.9166666666666665
Jet Airways,Mumbai,Hyderabad,0,21,5,1.5
Vistara,Delhi,Cochin,0,6,3,3.1666666666666665
Air India,Kolkata,Banglore,1,9,6,12.416666666666666
Multiple carriers,Delhi,Cochin,1,3,6,11.75
Air India,Banglore,Delhi,2,1,3,11.083333333333334
Multiple carriers,Delhi,Cochin,1,3,6,9.75
Air India,Kolkata,Banglore,2,6,6,17.416666666666668
Jet Airways,Kolkata,Banglore,1,24,3,15.0
IndiGo,Delhi,Cochin,1,15,5,6.333333333333333
IndiGo,Delhi,Cochin,2,27,3,12.75
Jet Airways,Mumbai,Hyderabad,0,24,3,1.5
Air India,Kolkata,Banglore,1,12,5,25.75
Jet Airways,Delhi,Cochin,1,3,3,21.0
Jet Airways,Delhi,Cochin,2,12,6,9.333333333333334
Jet Airways,Kolkata,Banglore,1,9,6,22.25
Jet Airways,Banglore,Delhi,1,21,3,8.25
Jet Airways,Kolkata,Banglore,1,9,5,12.5
Multiple carriers,Delhi,Cochin,1,21,3,8.5
Air Asia,Kolkata,Banglore,1,15,4,11.833333333333334
Multiple carriers,Delhi,Cochin,2,6,3,10.5
Jet Airways,Kolkata,Banglore,1,6,6,12.166666666666666
IndiGo,Banglore,Delhi,1,3,3,5.0
IndiGo,Kolkata,Banglore,0,9,4,2.5833333333333335
Jet Airways,Delhi,Cochin,2,27,6,17.416666666666668
IndiGo,Delhi,Cochin,1,24,4,5.166666666666667
Air India,Delhi,Cochin,1,27,6,9.5
Air India,Banglore,Delhi,1,9,3,10.666666666666666
Jet Airways,Delhi,Cochin,1,27,3,8.666666666666666
Air India,Kolkata,Banglore,1,24,5,9.666666666666666
SpiceJet,Chennai,Kolkata,0,24,5,2.25
Multiple carriers,Delhi,Cochin,1,3,6,11.25
Jet Airways,Banglore,Delhi,1,12,3,23.5
Jet Airways,Kolkata,Banglore,1,9,5,8.666666666666666
SpiceJet,Delhi,Cochin,1,1,6,6.333333333333333
Jet Airways,Delhi,Cochin,2,9,5,23.833333333333332
Jet Airways,Kolkata,Banglore,1,24,5,12.916666666666666
IndiGo,Delhi,Cochin,1,24,4,5.0
Air India,Delhi,Cochin,1,27,6,13.25
SpiceJet,Kolkata,Banglore,0,21,3,2.5
Multiple carriers,Delhi,Cochin,1,9,6,7.0
Jet Airways,Delhi,Cochin,1,6,6,6.583333333333333
Jet Airways,Banglore,Delhi,1,18,3,18.166666666666668
Jet Airways,Kolkata,Banglore,1,15,5,21.416666666666668
Jet Airways,Kolkata,Banglore,1,18,5,24.916666666666668
IndiGo,Banglore,Delhi,0,1,3,2.8333333333333335
Air India,Kolkata,Banglore,1,12,5,13.25
Jet Airways,Kolkata,Banglore,1,15,5,22.166666666666668
Air India,Banglore,Delhi,0,1,3,2.75
Jet Airways,Delhi,Cochin,1,9,6,14.416666666666666
SpiceJet,Chennai,Kolkata,0,1,5,2.3333333333333335
SpiceJet,Kolkata,Banglore,0,6,4,2.5
Jet Airways,Delhi,Cochin,1,18,5,7.5
Jet Airways,Kolkata,Banglore,1,24,5,5.75
Jet Airways,Kolkata,Banglore,1,12,6,21.416666666666668
Jet Airways,Mumbai,Hyderabad,0,9,6,1.5
Air India,Delhi,Cochin,2,15,5,7.25
Multiple carriers,Delhi,Cochin,1,15,6,12.5
Jet Airways,Kolkata,Banglore,1,24,3,23.25
Multiple carriers,Delhi,Cochin,1,27,3,12.083333333333334
Jet Airways,Delhi,Cochin,1,27,3,10.916666666666666
Air India,Banglore,Delhi,1,9,3,25.333333333333332
SpiceJet,Mumbai,Hyderabad,0,15,6,1.5
SpiceJet,Banglore,Delhi,0,27,5,2.9166666666666665
IndiGo,Kolkata,Banglore,1,12,6,4.0
Jet Airways,Banglore,Delhi,1,1,3,20.166666666666668
Multiple carriers,Delhi,Cochin,1,24,6,13.0
SpiceJet,Kolkata,Banglore,0,21,3,2.5
Jet Airways,Kolkata,Banglore,1,1,4,7.083333333333333
Jet Airways,Delhi,Cochin,2,6,6,19.0
Jet Airways,Delhi,Cochin,2,18,5,26.916666666666668
Jet Airways,Kolkata,Banglore,1,6,6,12.333333333333334
Jet Airways,Banglore,Delhi,1,12,3,10.833333333333334
Jet Airways,Kolkata,Banglore,1,9,6,9.75
IndiGo,Delhi,Cochin,1,3,3,9.583333333333334
Jet Airways,Delhi,Cochin,2,9,6,18.75
Multiple carriers,Delhi,Cochin,1,6,3,13.0
IndiGo,Kolkata,Banglore,0,21,5,2.6666666666666665
SpiceJet,Kolkata,Banglore,0,9,5,2.5
SpiceJet,Kolkata,Banglore,0,24,6,2.5
GoAir,Delhi,Cochin,1,1,6,5.916666666666667
Jet Airways,Kolkata,Banglore,1,12,5,8.5
Jet Airways,Delhi,Cochin,1,9,3,21.0
Vistara,Banglore,Delhi,0,12,6,2.8333333333333335
Jet Airways,Delhi,Cochin,0,24,6,3.25
IndiGo,Delhi,Cochin,1,15,5,14.333333333333334
Jet Airways,Delhi,Cochin,1,6,3,8.666666666666666
Jet Airways,Kolkata,Banglore,1,6,5,21.916666666666668
Jet Airways,Delhi,Cochin,1,27,3,8.666666666666666
SpiceJet,Banglore,Delhi,0,24,6,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,9,5,11.75
SpiceJet,Kolkata,Banglore,1,18,5,7.25
IndiGo,Delhi,Cochin,1,27,3,5.0
Jet Airways,Banglore,Delhi,1,15,3,6.666666666666667
Vistara,Kolkata,Banglore,1,12,6,24.0
Jet Airways,Banglore,Delhi,1,6,3,5.416666666666667
Air India,Kolkata,Banglore,2,1,4,27.0
IndiGo,Delhi,Cochin,1,3,3,7.0
Jet Airways,Mumbai,Hyderabad,2,12,3,10.083333333333334
Jet Airways,Banglore,Delhi,0,6,6,3.0
Jet Airways,Banglore,Delhi,1,18,3,9.166666666666666
Multiple carriers,Delhi,Cochin,1,12,6,15.0
IndiGo,Kolkata,Banglore,0,3,6,2.5833333333333335
IndiGo,Delhi,Cochin,1,27,3,5.0
Air India,Mumbai,Hyderabad,0,12,5,1.3333333333333333
Jet Airways,Mumbai,Hyderabad,0,15,3,1.5
Jet Airways,Kolkata,Banglore,1,9,5,24.666666666666668
GoAir,Banglore,Delhi,0,15,4,2.75
Jet Airways,Delhi,Cochin,2,12,6,18.75
SpiceJet,Banglore,Delhi,0,18,3,2.8333333333333335
SpiceJet,Banglore,Delhi,0,24,5,2.6666666666666665
Multiple carriers,Delhi,Cochin,1,6,3,12.0
Multiple carriers,Delhi,Cochin,1,9,4,11.083333333333334
Vistara,Kolkata,Banglore,1,24,5,26.333333333333332
Jet Airways,Kolkata,Banglore,1,1,5,21.416666666666668
IndiGo,Delhi,Cochin,1,1,6,5.75
Multiple carriers,Delhi,Cochin,1,24,6,14.0
Jet Airways,Mumbai,Hyderabad,0,3,3,1.5
Air Asia,Banglore,Delhi,0,18,5,2.8333333333333335
Jet Airways,Delhi,Cochin,1,27,5,22.583333333333332
IndiGo,Banglore,Delhi,0,3,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,9,6,17.083333333333332
IndiGo,Mumbai,Hyderabad,0,27,6,1.5
Air India,Banglore,Delhi,2,18,3,14.583333333333334
SpiceJet,Kolkata,Banglore,0,18,4,2.5833333333333335
Air India,Delhi,Cochin,1,9,5,12.75
Jet Airways,Banglore,Delhi,0,21,6,3.0
Jet Airways,Banglore,Delhi,1,1,3,12.583333333333334
IndiGo,Chennai,Kolkata,0,1,6,2.3333333333333335
Jet Airways,Banglore,Delhi,1,12,3,17.833333333333332
Jet Airways,Kolkata,Banglore,1,24,5,12.333333333333334
Air Asia,Delhi,Cochin,1,15,6,14.416666666666666
Jet Airways,Delhi,Cochin,2,27,5,29.333333333333332
SpiceJet,Banglore,Delhi,0,27,5,2.8333333333333335
Vistara,Kolkata,Banglore,1,15,5,25.833333333333332
Jet Airways,Delhi,Cochin,2,15,6,22.916666666666668
Multiple carriers,Delhi,Cochin,1,12,6,13.0
Air India,Banglore,Delhi,3,3,3,22.583333333333332
Multiple carriers,Delhi,Cochin,1,9,3,7.333333333333333
IndiGo,Chennai,Kolkata,0,3,5,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,24,5,13.333333333333334
Jet Airways,Delhi,Cochin,1,21,5,8.666666666666666
Jet Airways,Delhi,Cochin,1,6,6,12.416666666666666
Vistara,Banglore,Delhi,0,12,4,2.8333333333333335
Jet Airways,Banglore,Delhi,0,24,6,2.75
Air Asia,Kolkata,Banglore,0,24,3,2.5833333333333335
IndiGo,Delhi,Cochin,0,18,6,3.25
Air India,Delhi,Cochin,2,21,3,3.3333333333333335
Multiple carriers,Delhi,Cochin,1,18,5,30.916666666666668
Jet Airways,Kolkata,Banglore,1,12,5,9.5
Air India,Kolkata,Banglore,2,6,6,13.333333333333334
Jet Airways,Banglore,Delhi,1,1,3,15.333333333333334
IndiGo,Delhi,Cochin,1,27,5,23.666666666666668
Air Asia,Kolkata,Banglore,2,24,5,5.75
Jet Airways,Mumbai,Hyderabad,0,24,5,8.333333333333334
