Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Total_Duration
Jet Airways,Delhi,Cochin,2 stops,9412,27,3,6.166666666666667
Jet Airways,Delhi,Cochin,1 stop,12898,27,6,23.25
Vistara,Delhi,Cochin,non-stop,6216,27,4,6.583333333333333
Jet Airways,Delhi,Cochin,1 stop,12898,21,5,3.1666666666666665
Jet Airways,Delhi,Cochin,1 stop,10262,9,6,15.416666666666666
Air India,Banglore,Delhi,non-stop,12526,1,3,20.166666666666668
Air India,Delhi,Cochin,1 stop,11522,6,3,2.833333333333333
Jet Airways,Mumbai,Hyderabad,non-stop,5678,12,6,25.58333333333333
Vistara,Banglore,Delhi,non-stop,9918,9,3,1.4166666666666667
Jet Airways,Kolkata,Banglore,1 stop,14781,1,5,2.6666666666666665
Air India,Delhi,Cochin,2 stops,8026,27,3,11.083333333333334
Air India,Banglore,Delhi,non-stop,7276,24,3,38.25
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,13062,21,3,9.833333333333334
Multiple carriers,Delhi,Cochin,1 stop,12537,27,3,8.0
Jet Airways,Banglore,Delhi,1 stop,21934,15,3,9.5
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,5.833333333333333
Vistara,Banglore,Delhi,non-stop,4878,3,6,6.0
Jet Airways,Delhi,Cochin,1 stop,14714,15,6,2.583333333333333
Jet Airways,Banglore,Delhi,1 stop,9134,15,3,5.0
IndiGo,Banglore,Delhi,non-stop,4823,1,4,8.25
Multiple carriers,Delhi,Cochin,1 stop,6093,27,6,3.0
SpiceJet,Chennai,Kolkata,non-stop,3597,3,6,9.0
Multiple carriers,Delhi,Cochin,1 stop,13727,9,5,2.25
IndiGo,Kolkata,Banglore,non-stop,4174,1,4,7.0
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,11789,6,6,7.5
Jet Airways,Kolkata,Banglore,1 stop,8586,1,5,8.666666666666666
Air India,Banglore,Delhi,3 stops,13081,1,3,13.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,9314,1,5,27.0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,21,6,27.166666666666668
Jet Airways,Delhi,Cochin,1 stop,11924,27,5,1.5
Jet Airways,Kolkata,Banglore,1 stop,12692,9,6,9.0
Jet Airways,Banglore,Delhi,non-stop,6478,24,6,27.166666666666668
IndiGo,Kolkata,Banglore,1 stop,4226,15,5,3.083333333333333
IndiGo,Delhi,Cochin,1 stop,11532,9,3,4.0
Air India,Chennai,Kolkata,non-stop,9340,6,3,5.916666666666667
Jet Airways,Delhi,Cochin,2 stops,10368,12,6,2.25
Jet Airways,Kolkata,Banglore,1 stop,13626,12,6,22.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,9663,24,5,6.666666666666667
Jet Airways,Delhi,Cochin,2 stops,16389,6,3,5.5
Multiple carriers,Delhi,Cochin,1 stop,10197,18,5,23.0
Jet Airways,Kolkata,Banglore,1 stop,7594,12,6,15.166666666666666
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,7.5
Jet Airways,Banglore,Delhi,non-stop,7229,15,4,14.0
Jet Airways,Delhi,Cochin,2 stops,10368,24,6,3.0
Air Asia,Banglore,Delhi,non-stop,4282,15,5,18.75
Jet Airways,Delhi,Cochin,2 stops,13292,12,6,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,13764,27,6,18.83333333333333
Jet Airways,Kolkata,Banglore,1 stop,12681,1,4,17.083333333333332
Jet Airways,Banglore,Delhi,non-stop,5198,12,5,21.416666666666668
Multiple carriers,Delhi,Cochin,1 stop,12615,9,3,2.9166666666666665
IndiGo,Kolkata,Banglore,non-stop,5644,21,4,12.25
Jet Airways,Banglore,Delhi,1 stop,11087,12,3,2.583333333333333
SpiceJet,Mumbai,Hyderabad,non-stop,2227,3,5,14.333333333333334
Jet Airways,Banglore,Delhi,non-stop,8016,18,6,1.5
SpiceJet,Banglore,Delhi,non-stop,4885,9,5,3.0
IndiGo,Kolkata,Banglore,non-stop,4174,1,4,2.833333333333333
Air Asia,Kolkata,Banglore,1 stop,5162,9,5,2.75
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,3.6666666666666665
IndiGo,Mumbai,Hyderabad,non-stop,4049,18,6,6.0
Air India,Delhi,Cochin,1 stop,8372,27,5,1.5
IndiGo,Banglore,Delhi,non-stop,3419,12,6,25.25
IndiGo,Delhi,Cochin,1 stop,5073,27,3,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,6069,6,6,4.416666666666667
IndiGo,Delhi,Cochin,1 stop,9709,21,3,5.0
Jet Airways,Delhi,Cochin,2 stops,13014,12,6,7.083333333333333
Jet Airways,Delhi,Cochin,2 stops,13029,18,5,26.916666666666668
Multiple carriers,Delhi,Cochin,1 stop,13937,15,5,9.333333333333334
SpiceJet,Delhi,Cochin,1 stop,11349,3,3,13.0
Jet Airways,Delhi,Cochin,2 stops,15129,21,5,6.0
SpiceJet,Chennai,Kolkata,non-stop,3597,9,6,29.33333333333333
Jet Airways,Kolkata,Banglore,1 stop,14388,6,5,2.25
Jet Airways,Banglore,Delhi,1 stop,11087,9,3,24.75
Jet Airways,Kolkata,Banglore,1 stop,9663,1,5,26.416666666666668
Jet Airways,Delhi,Cochin,2 stops,13014,1,6,19.25
IndiGo,Banglore,Delhi,non-stop,3943,6,6,22.916666666666668
Air India,Banglore,Delhi,1 stop,8845,15,3,2.833333333333333
Air India,Kolkata,Banglore,1 stop,12173,24,3,15.333333333333334
Jet Airways,Delhi,Cochin,1 stop,10262,9,6,16.0
Multiple carriers,Delhi,Cochin,1 stop,7242,21,3,14.75
Jet Airways,Delhi,Cochin,2 stops,13292,24,6,6.416666666666667
IndiGo,Banglore,Delhi,1 stop,7708,21,3,22.916666666666668
Jet Airways,Mumbai,Hyderabad,non-stop,8040,21,6,5.0
SpiceJet,Chennai,Kolkata,non-stop,3597,12,5,1.5
SpiceJet,Kolkata,Banglore,non-stop,3841,27,5,2.25
Air India,Kolkata,Banglore,1 stop,10203,15,5,2.5
IndiGo,Delhi,Cochin,1 stop,7173,27,4,26.916666666666668
SpiceJet,Mumbai,Hyderabad,non-stop,1965,9,6,5.75
IndiGo,Delhi,Cochin,1 stop,5054,6,6,1.5
IndiGo,Banglore,Delhi,non-stop,8855,3,3,5.083333333333333
Jet Airways,Kolkata,Banglore,1 stop,7341,9,5,15.583333333333334
SpiceJet,Banglore,Delhi,non-stop,3919,3,6,25.0
Jet Airways,Delhi,Cochin,1 stop,12242,27,3,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,13067,18,5,13.333333333333334
Jet Airways,Delhi,Cochin,2 stops,18804,24,6,28.83333333333333
Air Asia,Kolkata,Banglore,non-stop,5645,21,4,7.333333333333333
IndiGo,Chennai,Kolkata,non-stop,3597,24,6,2.5
Multiple carriers,Delhi,Cochin,1 stop,13587,9,6,2.333333333333333
IndiGo,Chennai,Kolkata,non-stop,3597,21,6,9.5
Air India,Delhi,Cochin,1 stop,8879,18,5,2.333333333333333
SpiceJet,Banglore,Delhi,non-stop,4319,21,4,9.25
Air India,Mumbai,Hyderabad,non-stop,2050,27,3,2.6666666666666665
Jet Airways,Mumbai,Hyderabad,non-stop,8040,3,6,1.5
Jet Airways,Kolkata,Banglore,1 stop,13584,6,5,1.4166666666666667
Jet Airways,Delhi,Cochin,2 stops,13014,6,6,13.333333333333334
Vistara,Kolkata,Banglore,1 stop,9345,15,5,8.916666666666666
Jet Airways,Delhi,Cochin,2 stops,11507,3,6,11.666666666666666
Multiple carriers,Delhi,Cochin,1 stop,8266,6,6,27.0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,24,3,13.25
Multiple carriers,Delhi,Cochin,1 stop,13377,12,6,1.5
Vistara,Kolkata,Banglore,1 stop,9345,21,5,12.5
IndiGo,Delhi,Cochin,1 stop,7191,15,5,11.666666666666666
Multiple carriers,Delhi,Cochin,1 stop,7845,27,3,6.916666666666667
Jet Airways,Banglore,Delhi,non-stop,7229,21,5,7.833333333333333
Air India,Banglore,Delhi,1 stop,10981,1,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,14178,9,6,15.833333333333334
IndiGo,Delhi,Cochin,1 stop,8784,21,3,14.583333333333334
Jet Airways,Kolkata,Banglore,1 stop,13941,12,5,13.5
Jet Airways,Kolkata,Banglore,1 stop,13067,21,5,8.666666666666666
Jet Airways,Mumbai,Hyderabad,non-stop,4995,27,6,22.75
Air India,Delhi,Cochin,2 stops,12488,3,6,1.5
Air Asia,Kolkata,Banglore,1 stop,7870,9,6,24.75
Air India,Delhi,Cochin,non-stop,6094,12,5,15.916666666666666
Jet Airways,Kolkata,Banglore,1 stop,5608,12,6,2.833333333333333
GoAir,Delhi,Cochin,1 stop,6112,3,3,7.25
Jet Airways,Banglore,Delhi,1 stop,16736,6,3,5.833333333333333
Vistara,Kolkata,Banglore,1 stop,8452,12,6,15.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,9314,9,5,14.416666666666666
IndiGo,Chennai,Kolkata,non-stop,3850,21,5,21.416666666666668
Jet Airways,Delhi,Cochin,1 stop,5963,21,3,2.333333333333333
Air India,Delhi,Cochin,2 stops,9968,21,5,8.666666666666666
Jet Airways,Delhi,Cochin,non-stop,9564,18,5,38.25
IndiGo,Delhi,Cochin,2 stops,6610,6,3,3.25
IndiGo,Banglore,Delhi,1 stop,5226,9,3,14.666666666666666
Jet Airways,Kolkata,Banglore,1 stop,14231,24,3,4.916666666666667
Jet Airways,Delhi,Cochin,2 stops,13376,15,6,12.416666666666666
IndiGo,Delhi,Cochin,1 stop,6674,27,5,22.0
Multiple carriers,Delhi,Cochin,1 stop,7408,15,6,15.666666666666666
Air India,Kolkata,Banglore,2 stops,15170,24,5,13.0
IndiGo,Chennai,Kolkata,non-stop,3597,1,6,23.08333333333333
Air India,Banglore,Delhi,2 stops,12778,12,3,2.333333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,9,6,16.833333333333332
Jet Airways,Banglore,Delhi,non-stop,8016,15,6,3.0
IndiGo,Kolkata,Banglore,non-stop,4804,27,5,3.0
Jet Airways,Banglore,Delhi,non-stop,8016,21,6,2.583333333333333
Air Asia,Kolkata,Banglore,non-stop,5645,9,6,3.0
Jet Airways,Banglore,Delhi,1 stop,22270,9,3,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,14151,6,6,6.083333333333333
Jet Airways,Delhi,Cochin,1 stop,5406,6,4,9.583333333333334
Air India,Kolkata,Banglore,1 stop,5567,24,3,5.5
IndiGo,Delhi,Cochin,1 stop,6171,27,3,16.083333333333332
SpiceJet,Banglore,Delhi,non-stop,4423,15,6,11.25
Jet Airways,Delhi,Cochin,1 stop,5177,6,4,2.6666666666666665
Multiple carriers,Delhi,Cochin,1 stop,6795,12,6,13.75
SpiceJet,Banglore,Delhi,non-stop,3625,27,5,7.75
Jet Airways,Delhi,Cochin,1 stop,12373,18,5,2.833333333333333
SpiceJet,Kolkata,Banglore,1 stop,4963,9,5,22.58333333333333
IndiGo,Mumbai,Hyderabad,non-stop,2227,27,5,5.25
Multiple carriers,Delhi,Cochin,1 stop,11200,27,6,1.5
Air India,Delhi,Cochin,1 stop,7174,9,5,10.5
Air India,Delhi,Cochin,2 stops,13748,3,3,5.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,9856,27,5,37.333333333333336
Air India,Kolkata,Banglore,2 stops,15170,18,5,15.416666666666666
IndiGo,Delhi,Cochin,1 stop,6442,1,6,19.75
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,14.916666666666666
Jet Airways,Banglore,Delhi,non-stop,7229,1,6,25.5
Air India,Kolkata,Banglore,2 stops,13033,9,5,3.0
Jet Airways,Kolkata,Banglore,1 stop,10703,12,5,15.333333333333334
IndiGo,Chennai,Kolkata,non-stop,6297,9,3,24.666666666666668
Jet Airways,Kolkata,Banglore,1 stop,9314,6,5,2.25
Vistara,Banglore,Delhi,non-stop,6138,15,3,21.58333333333333
IndiGo,Delhi,Cochin,1 stop,6838,24,6,2.75
Multiple carriers,Delhi,Cochin,1 stop,13377,9,6,8.333333333333334
Air India,Delhi,Cochin,2 stops,10975,18,5,11.5
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,23.666666666666668
Air India,Delhi,Cochin,1 stop,7532,21,3,15.583333333333334
Multiple carriers,Delhi,Cochin,1 stop,10197,15,5,27.33333333333333
Jet Airways,Kolkata,Banglore,1 stop,9663,9,6,15.166666666666666
Multiple carriers,Delhi,Cochin,1 stop,13727,15,5,8.666666666666666
IndiGo,Delhi,Cochin,1 stop,8330,9,5,8.0
IndiGo,Banglore,Delhi,non-stop,4823,21,5,14.083333333333334
IndiGo,Delhi,Cochin,1 stop,6206,27,5,2.9166666666666665
Multiple carriers,Delhi,Cochin,1 stop,10877,6,6,8.333333333333334
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,7.583333333333333
Jet Airways,Banglore,Delhi,non-stop,6478,27,6,13.333333333333334
Air India,Delhi,Cochin,2 stops,8577,9,4,3.0
Jet Airways,Delhi,Cochin,1 stop,16079,21,5,18.58333333333333
Jet Airways,Delhi,Cochin,2 stops,11150,27,6,21.166666666666668
Multiple carriers,Delhi,Cochin,1 stop,15077,6,3,13.5
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,12.583333333333334
Jet Airways,Kolkata,Banglore,1 stop,9663,21,5,15.75
Air India,Delhi,Cochin,2 stops,11552,6,3,18.166666666666668
Jet Airways,Delhi,Cochin,1 stop,10262,12,6,21.75
SpiceJet,Delhi,Cochin,1 stop,5899,15,4,22.08333333333333
Jet Airways,Delhi,Cochin,2 stops,13376,1,6,6.333333333333333
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,22.0
Vistara,Kolkata,Banglore,1 stop,8610,1,5,15.5
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,24.0
SpiceJet,Delhi,Cochin,1 stop,5673,27,5,19.416666666666668
Vistara,Kolkata,Banglore,1 stop,7927,1,4,4.916666666666667
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,22.5
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,16.75
Air India,Banglore,Delhi,1 stop,12704,1,3,20.416666666666668
Air India,Kolkata,Banglore,1 stop,6612,9,5,26.58333333333333
IndiGo,Banglore,Delhi,non-stop,4823,9,6,25.25
Jet Airways,Delhi,Cochin,1 stop,10262,3,6,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,6388,21,3,9.0
GoAir,Banglore,Delhi,non-stop,3898,12,5,5.166666666666667
Jet Airways,Delhi,Cochin,1 stop,5177,6,4,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,7.5
IndiGo,Banglore,Delhi,non-stop,4077,1,6,24.75
Jet Airways,Kolkata,Banglore,1 stop,14231,24,3,2.833333333333333
Air India,Banglore,Delhi,2 stops,13250,12,3,16.333333333333332
Jet Airways,Banglore,Delhi,1 stop,13817,12,3,14.583333333333334
SpiceJet,Banglore,Delhi,non-stop,6205,9,3,14.333333333333334
Jet Airways,Delhi,Cochin,2 stops,12819,27,6,2.833333333333333
IndiGo,Banglore,Delhi,non-stop,4591,15,4,13.5
SpiceJet,Kolkata,Banglore,non-stop,3841,27,6,2.833333333333333
SpiceJet,Chennai,Kolkata,non-stop,3597,9,6,2.583333333333333
IndiGo,Kolkata,Banglore,non-stop,4174,3,4,2.333333333333333
Vistara,Delhi,Cochin,non-stop,6216,27,5,2.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,10624,9,5,3.1666666666666665
Air Asia,Delhi,Cochin,1 stop,6152,24,6,25.0
IndiGo,Delhi,Cochin,1 stop,6937,9,3,14.5
Air India,Delhi,Cochin,1 stop,8792,1,6,5.083333333333333
Multiple carriers,Delhi,Cochin,1 stop,7005,27,5,26.25
Jet Airways,Mumbai,Hyderabad,non-stop,5678,6,6,8.166666666666666
Air India,Banglore,Delhi,1 stop,7013,15,3,1.4166666666666667
Jet Airways,Delhi,Cochin,1 stop,16079,21,5,24.83333333333333
Jet Airways,Kolkata,Banglore,1 stop,10539,6,6,28.0
Jet Airways,Kolkata,Banglore,1 stop,11841,6,5,8.416666666666666
IndiGo,Banglore,Delhi,1 stop,10509,15,3,7.083333333333333
IndiGo,Chennai,Kolkata,non-stop,3597,3,6,5.0
Air India,Kolkata,Banglore,2 stops,15532,1,5,2.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,14086,9,3,28.33333333333333
Multiple carriers,Delhi,Cochin,1 stop,5883,27,3,14.166666666666666
Multiple carriers,Delhi,Cochin,1 stop,7618,3,6,7.75
Jet Airways,Kolkata,Banglore,1 stop,9314,1,5,14.0
Jet Airways,Kolkata,Banglore,1 stop,13994,9,6,25.0
IndiGo,Delhi,Cochin,1 stop,5073,27,4,11.5
Air Asia,Banglore,Delhi,non-stop,3383,24,3,4.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,16108,1,6,2.75
Multiple carriers,Delhi,Cochin,1 stop,6795,27,5,10.25
Jet Airways,Kolkata,Banglore,1 stop,12681,1,4,15.166666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,12,6,12.166666666666666
Vistara,Kolkata,Banglore,1 stop,8820,6,6,21.58333333333333
Jet Airways,Banglore,Delhi,1 stop,10037,9,3,25.83333333333333
Multiple carriers,Delhi,Cochin,1 stop,11789,12,6,6.5
GoAir,Delhi,Cochin,1 stop,7378,15,5,6.583333333333333
IndiGo,Banglore,Delhi,non-stop,4823,24,5,9.0
Jet Airways,Banglore,Delhi,non-stop,6478,24,6,2.9166666666666665
Jet Airways,Delhi,Cochin,2 stops,13014,1,6,3.0
Jet Airways,Kolkata,Banglore,1 stop,10844,24,5,18.75
Multiple carriers,Delhi,Cochin,1 stop,7408,27,6,6.083333333333333
Multiple carriers,Delhi,Cochin,1 stop,9646,27,6,13.0
SpiceJet,Chennai,Kolkata,non-stop,3597,6,5,9.083333333333334
SpiceJet,Kolkata,Banglore,non-stop,3873,27,6,2.333333333333333
GoAir,Delhi,Cochin,1 stop,7870,27,6,2.5
Jet Airways,Delhi,Cochin,2 stops,13344,27,6,5.166666666666667
Air India,Mumbai,Hyderabad,non-stop,3100,12,6,7.083333333333333
Air India,Banglore,Delhi,non-stop,4441,18,3,1.25
IndiGo,Delhi,Cochin,1 stop,6171,27,3,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,10953,9,5,7.083333333333333
Air India,Kolkata,Banglore,2 stops,14214,9,5,14.5
IndiGo,Delhi,Cochin,1 stop,6093,24,6,18.416666666666668
Air India,Delhi,Cochin,2 stops,12436,24,6,13.5
Jet Airways,Delhi,Cochin,2 stops,15129,18,5,30.33333333333333
Multiple carriers,Delhi,Cochin,1 stop,13259,3,6,29.58333333333333
Air India,Kolkata,Banglore,2 stops,15170,24,5,6.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,14781,21,5,26.666666666666668
IndiGo,Delhi,Cochin,1 stop,6206,1,6,6.083333333333333
SpiceJet,Kolkata,Banglore,non-stop,3841,9,5,14.083333333333334
Jet Airways,Delhi,Cochin,1 stop,14714,15,6,2.5
IndiGo,Delhi,Cochin,1 stop,6093,9,6,7.5
Jet Airways,Banglore,Delhi,non-stop,8016,9,6,16.083333333333332
Air India,Delhi,Cochin,1 stop,5117,27,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,8586,1,5,27.33333333333333
IndiGo,Delhi,Cochin,1 stop,13611,9,3,20.25
IndiGo,Delhi,Cochin,1 stop,6704,9,5,10.583333333333334
IndiGo,Kolkata,Banglore,1 stop,4226,9,5,6.333333333333333
Air India,Banglore,Delhi,non-stop,4651,6,4,4.0
SpiceJet,Kolkata,Banglore,non-stop,3873,27,5,2.75
GoAir,Banglore,Delhi,non-stop,7222,3,3,2.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,13727,15,5,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,10141,27,3,9.5
SpiceJet,Banglore,Delhi,non-stop,3625,24,4,6.333333333333333
IndiGo,Delhi,Cochin,1 stop,6442,15,4,2.9166666666666665
Jet Airways,Banglore,Delhi,non-stop,7229,6,5,8.583333333333334
Air Asia,Delhi,Cochin,1 stop,6752,24,6,3.0
Jet Airways,Kolkata,Banglore,1 stop,13759,24,3,13.833333333333334
Air India,Mumbai,Hyderabad,1 stop,14408,6,3,21.0
Air India,Delhi,Cochin,2 stops,13381,9,6,24.416666666666668
Vistara,Kolkata,Banglore,1 stop,9135,1,4,23.0
IndiGo,Kolkata,Banglore,1 stop,6218,15,5,27.33333333333333
SpiceJet,Kolkata,Banglore,non-stop,4174,27,4,5.416666666666667
Air India,Kolkata,Banglore,1 stop,6117,6,6,2.4166666666666665
Jet Airways,Kolkata,Banglore,1 stop,10703,15,5,16.083333333333332
Jet Airways,Kolkata,Banglore,1 stop,12692,12,6,11.5
Jet Airways,Kolkata,Banglore,1 stop,10539,6,6,24.166666666666668
Jet Airways,Kolkata,Banglore,1 stop,11134,24,3,17.916666666666668
IndiGo,Banglore,Delhi,non-stop,4777,24,3,5.75
Jet Airways,Delhi,Cochin,1 stop,12373,18,5,2.9166666666666665
Multiple carriers,Delhi,Cochin,2 stops,11966,3,3,25.08333333333333
IndiGo,Chennai,Kolkata,non-stop,5277,15,5,8.25
Air India,Banglore,Delhi,2 stops,17135,1,3,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,14714,6,6,39.083333333333336
IndiGo,Banglore,Delhi,non-stop,6144,9,3,5.0
Air India,Banglore,Delhi,non-stop,5911,1,4,2.833333333333333
Vistara,Mumbai,Hyderabad,1 stop,12080,12,3,2.833333333333333
IndiGo,Banglore,Delhi,non-stop,4423,6,4,24.166666666666668
Multiple carriers,Delhi,Cochin,1 stop,7618,27,5,2.833333333333333
Air Asia,Banglore,Delhi,non-stop,3383,27,5,12.0
Air India,Delhi,Cochin,2 stops,12646,6,3,2.75
Multiple carriers,Delhi,Cochin,1 stop,7670,18,5,23.5
IndiGo,Kolkata,Banglore,non-stop,4804,15,5,15.0
Jet Airways,Banglore,Delhi,1 stop,11087,12,3,2.583333333333333
Jet Airways,Banglore,Delhi,non-stop,7229,18,4,21.83333333333333
SpiceJet,Chennai,Kolkata,non-stop,7050,3,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,12681,1,4,2.25
SpiceJet,Delhi,Cochin,1 stop,4098,3,4,22.25
SpiceJet,Chennai,Kolkata,non-stop,3543,12,5,4.5
Jet Airways,Kolkata,Banglore,1 stop,14151,21,5,2.25
Jet Airways,Kolkata,Banglore,1 stop,13339,24,3,21.58333333333333
Jet Airways,Kolkata,Banglore,1 stop,9663,24,5,16.083333333333332
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,14.833333333333334
Air India,Delhi,Cochin,2 stops,8603,3,6,16.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,13044,12,6,7.25
SpiceJet,Kolkata,Banglore,non-stop,4622,6,3,19.5
Multiple carriers,Delhi,Cochin,1 stop,13062,21,3,2.5
Multiple carriers,Delhi,Cochin,1 stop,11622,12,6,7.0
Jet Airways,Banglore,Delhi,1 stop,11087,12,3,9.75
Multiple carriers,Delhi,Cochin,1 stop,11789,15,6,23.75
Jet Airways,Kolkata,Banglore,1 stop,9663,9,5,8.666666666666666
Jet Airways,Banglore,Delhi,1 stop,19225,6,3,14.416666666666666
Multiple carriers,Delhi,Cochin,1 stop,5797,27,6,7.25
Multiple carriers,Delhi,Cochin,1 stop,9526,1,6,13.833333333333334
Jet Airways,Banglore,Delhi,non-stop,7229,9,4,6.416666666666667
Multiple carriers,Delhi,Cochin,1 stop,10877,9,4,3.0
Air India,Banglore,Delhi,2 stops,13942,6,3,10.5
Air Asia,Banglore,Delhi,non-stop,3383,9,5,14.666666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,15,6,2.75
Air India,Kolkata,Banglore,2 stops,11201,24,5,14.416666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,1,6,14.583333333333334
Air India,Delhi,Cochin,2 stops,10231,3,6,9.166666666666666
Jet Airways,Banglore,Delhi,1 stop,9134,15,3,21.25
Air Asia,Kolkata,Banglore,non-stop,5645,18,5,18.166666666666668
Jet Airways,Delhi,Cochin,1 stop,14714,1,6,2.583333333333333
Air India,Delhi,Cochin,2 stops,12646,6,3,13.416666666666666
Air India,Delhi,Cochin,2 stops,12173,3,6,26.58333333333333
IndiGo,Mumbai,Hyderabad,non-stop,2227,12,6,8.333333333333334
Multiple carriers,Delhi,Cochin,1 stop,10529,6,5,1.5
Jet Airways,Delhi,Cochin,non-stop,7202,18,5,11.5
Multiple carriers,Delhi,Cochin,1 stop,7886,27,5,3.25
SpiceJet,Mumbai,Hyderabad,non-stop,2017,18,6,12.0
IndiGo,Delhi,Cochin,1 stop,6171,27,4,1.5
Jet Airways,Mumbai,Hyderabad,non-stop,4050,3,6,11.083333333333334
SpiceJet,Kolkata,Banglore,1 stop,8479,9,5,1.4166666666666667
Air Asia,Banglore,Delhi,non-stop,4282,18,5,7.25
Vistara,Kolkata,Banglore,1 stop,9345,24,5,2.833333333333333
Air India,Delhi,Cochin,1 stop,6587,24,6,24.0
IndiGo,Mumbai,Hyderabad,non-stop,2754,3,5,25.58333333333333
SpiceJet,Banglore,Delhi,non-stop,3919,21,6,1.5833333333333333
Jet Airways,Delhi,Cochin,2 stops,10368,12,6,2.9166666666666665
Air India,Banglore,Delhi,1 stop,11654,3,3,18.75
GoAir,Banglore,Delhi,non-stop,4239,1,4,6.833333333333333
IndiGo,Delhi,Cochin,1 stop,6674,27,5,2.75
Multiple carriers,Delhi,Cochin,1 stop,7198,24,6,9.333333333333334
IndiGo,Kolkata,Banglore,1 stop,5930,12,6,12.5
Jet Airways,Banglore,Delhi,non-stop,7229,9,5,5.25
Air India,Kolkata,Banglore,2 stops,10408,1,4,3.0
Air India,Delhi,Cochin,2 stops,12488,12,6,15.333333333333334
IndiGo,Chennai,Kolkata,non-stop,3540,9,6,24.5
Jet Airways,Kolkata,Banglore,1 stop,8529,12,6,2.4166666666666665
Jet Airways,Delhi,Cochin,2 stops,13376,24,6,13.333333333333334
GoAir,Kolkata,Banglore,1 stop,8855,24,5,13.833333333333334
Jet Airways,Kolkata,Banglore,1 stop,14781,15,5,7.583333333333333
IndiGo,Delhi,Cochin,1 stop,5684,27,6,13.333333333333334
Jet Airways,Delhi,Cochin,2 stops,13029,9,5,8.333333333333334
Jet Airways,Delhi,Cochin,2 stops,15129,1,5,8.916666666666666
Air India,Kolkata,Banglore,1 stop,8576,9,6,23.83333333333333
Jet Airways,Banglore,Delhi,1 stop,11087,9,3,9.083333333333334
Jet Airways,Mumbai,Hyderabad,non-stop,5678,9,6,26.5
Jet Airways,Delhi,Cochin,1 stop,12557,21,3,1.5
IndiGo,Chennai,Kolkata,non-stop,3858,27,3,10.166666666666666
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,2.4166666666666665
IndiGo,Mumbai,Hyderabad,non-stop,4049,18,3,22.58333333333333
Jet Airways,Banglore,Delhi,1 stop,21934,15,3,1.5
Air India,Kolkata,Banglore,non-stop,5510,27,6,7.833333333333333
Vistara,Delhi,Cochin,non-stop,6216,15,6,2.5
Air India,Mumbai,Hyderabad,non-stop,2050,1,4,3.1666666666666665
IndiGo,Mumbai,Hyderabad,non-stop,2754,3,4,1.25
IndiGo,Chennai,Kolkata,non-stop,3850,27,6,1.5
IndiGo,Chennai,Kolkata,non-stop,3540,6,5,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,9663,1,5,2.4166666666666665
Air India,Delhi,Cochin,2 stops,9190,6,3,25.75
